query_id,dataset,db_id,question,original_sql_query,modified_sql_query,query_issue
6310,train_spider,e_government,"What are the first, middle, and last names of all individuals, ordered by last name?","SELECT individual_first_name ,  individual_middle_name ,  individual_last_name FROM individuals ORDER BY individual_last_name",,
6311,train_spider,e_government,List all the types of forms.,SELECT DISTINCT form_type_code FROM forms,,
6312,train_spider,e_government,What are the different types of forms?,SELECT DISTINCT form_type_code FROM forms,,
6313,train_spider,e_government,Find the name of the most popular party form.,SELECT t1.form_name FROM forms AS t1 JOIN party_forms AS t2 ON t1.form_id  =  t2.form_id GROUP BY t2.form_id ORDER BY count(*) DESC LIMIT 1,"SELECT t1.form_name FROM forms AS t1 JOIN party_forms AS t2 ON t1.form_id = t2.form_id GROUP BY t2.form_id, t1.form_name ORDER BY count(*) DESC LIMIT 1;",
6314,train_spider,e_government,What is the name of the party form that is most common?,SELECT t1.form_name FROM forms AS t1 JOIN party_forms AS t2 ON t1.form_id  =  t2.form_id GROUP BY t2.form_id ORDER BY count(*) DESC LIMIT 1,"SELECT t1.form_name FROM forms AS t1 JOIN party_forms AS t2 ON t1.form_id = t2.form_id GROUP BY t2.form_id, t1.form_name ORDER BY count(*) DESC LIMIT 1;",
6315,train_spider,e_government,"Find the payment method and phone of the party with email ""enrico09@example.com"".","SELECT payment_method_code ,  party_phone FROM parties WHERE party_email  =  'enrico09@example.com'",,
6316,train_spider,e_government,What is the payment method code and party phone of the party with the email 'enrico09@example.com'?,"SELECT payment_method_code ,  party_phone FROM parties WHERE party_email  =  'enrico09@example.com'",,
6317,train_spider,e_government,Find the emails of parties with the most popular party form.,SELECT t1.party_email FROM parties AS t1 JOIN party_forms AS t2 ON t1.party_id  =  t2.party_id WHERE t2.form_id  =  (SELECT form_id FROM party_forms GROUP BY form_id ORDER BY count(*) DESC LIMIT 1),,
6318,train_spider,e_government,What are the party emails associated with parties that used the party form that is the most common?,SELECT t1.party_email FROM parties AS t1 JOIN party_forms AS t2 ON t1.party_id  =  t2.party_id WHERE t2.form_id  =  (SELECT form_id FROM party_forms GROUP BY form_id ORDER BY count(*) DESC LIMIT 1),,
6319,train_spider,e_government,List all the name of organizations in order of the date formed.,SELECT organization_name FROM organizations ORDER BY date_formed ASC,,
6320,train_spider,e_government,"What are the names of organizations, ordered by the date they were formed, ascending?",SELECT organization_name FROM organizations ORDER BY date_formed ASC,,
6321,train_spider,e_government,Find the name of the youngest organization.,SELECT organization_name FROM organizations ORDER BY date_formed DESC LIMIT 1,,
6322,train_spider,e_government,What is the name of the organization that was formed most recently?,SELECT organization_name FROM organizations ORDER BY date_formed DESC LIMIT 1,,
6323,train_spider,e_government,"Find the last name of the latest contact individual of the organization ""Labour Party"".",SELECT t3.individual_last_name FROM organizations AS t1 JOIN organization_contact_individuals AS t2 ON t1.organization_id  =  t2.organization_id JOIN individuals AS t3 ON t2.individual_id  =  t3.individual_id WHERE t1.organization_name  =  'Labour Party' ORDER BY t2.date_contact_to DESC LIMIT 1,,
6324,train_spider,e_government,What is the last name of the contact individual from the Labour party organization who was contacted most recently?,SELECT t3.individual_last_name FROM organizations AS t1 JOIN organization_contact_individuals AS t2 ON t1.organization_id  =  t2.organization_id JOIN individuals AS t3 ON t2.individual_id  =  t3.individual_id WHERE t1.organization_name  =  'Labour Party' ORDER BY t2.date_contact_to DESC LIMIT 1,,
6325,train_spider,e_government,Find the last name of the first ever contact person of the organization with the highest UK Vat number.,SELECT t3.individual_last_name FROM organizations AS t1 JOIN organization_contact_individuals AS t2 ON t1.organization_id  =  t2.organization_id JOIN individuals AS t3 ON t2.individual_id  =  t3.individual_id WHERE t1.uk_vat_number  =  (SELECT max(uk_vat_number) FROM organizations) ORDER BY t2.date_contact_to ASC LIMIT 1,SELECT t3.individual_last_name FROM Organizations AS t1 JOIN Organization_Contact_Individuals AS t2 ON t1.organization_id = t2.organization_id JOIN Individuals AS t3 ON t2.individual_id = t3.individual_id WHERE TRY_CAST(t1.uk_vat_number AS BIGINT) = (SELECT MAX(TRY_CAST(uk_vat_number AS BIGINT)) FROM organizations) ORDER BY t2.date_contact_to ASC LIMIT 1;,
6326,train_spider,e_government,What is the last name of the first individual contacted from the organization with the maximum UK Vat number across all organizations?,SELECT t3.individual_last_name FROM organizations AS t1 JOIN organization_contact_individuals AS t2 ON t1.organization_id  =  t2.organization_id JOIN individuals AS t3 ON t2.individual_id  =  t3.individual_id WHERE t1.uk_vat_number  =  (SELECT max(uk_vat_number) FROM organizations) ORDER BY t2.date_contact_to ASC LIMIT 1,SELECT t3.individual_last_name FROM Organizations AS t1 JOIN Organization_Contact_Individuals AS t2 ON t1.organization_id = t2.organization_id JOIN Individuals AS t3 ON t2.individual_id = t3.individual_id WHERE TRY_CAST(t1.uk_vat_number AS BIGINT) = (SELECT MAX(TRY_CAST(uk_vat_number AS BIGINT)) FROM organizations) ORDER BY t2.date_contact_to ASC LIMIT 1;,
6327,train_spider,e_government,How many services are there?,SELECT count(*) FROM services,,
6328,train_spider,e_government,Count the number of services.,SELECT count(*) FROM services,,
6329,train_spider,e_government,Find name of the services that has never been used.,SELECT service_name FROM services EXCEPT SELECT t1.service_name FROM services AS t1 JOIN party_services AS t2 ON t1.service_id  =  t2.service_id,SELECT DISTINCT service_name FROM Services WHERE service_name NOT IN (SELECT t1.service_name FROM Services AS t1 JOIN Party_Services AS t2 ON t1.service_id = t2.service_id);,
6330,train_spider,e_government,What are the names of the services that have never been used?,SELECT service_name FROM services EXCEPT SELECT t1.service_name FROM services AS t1 JOIN party_services AS t2 ON t1.service_id  =  t2.service_id,SELECT DISTINCT service_name FROM Services WHERE service_name NOT IN (SELECT t1.service_name FROM Services AS t1 JOIN Party_Services AS t2 ON t1.service_id = t2.service_id);,
6331,train_spider,e_government,Find the name of all the cities and states.,SELECT town_city FROM addresses UNION SELECT state_province_county FROM addresses,SELECT DISTINCT town_city FROM (SELECT town_city FROM Addresses UNION ALL SELECT state_province_county FROM Addresses);,
6332,train_spider,e_government,What are the names of all cities and states?,SELECT town_city FROM addresses UNION SELECT state_province_county FROM addresses,SELECT DISTINCT town_city FROM (SELECT town_city FROM Addresses UNION ALL SELECT state_province_county FROM Addresses);,
6333,train_spider,e_government,"How many cities are there in state ""Colorado""?",SELECT count(*) FROM addresses WHERE state_province_county  =  'Colorado',,
6334,train_spider,e_government,Count the number of cities in the state of Colorado.,SELECT count(*) FROM addresses WHERE state_province_county  =  'Colorado',,
6335,train_spider,e_government,Find the payment method code used by more than 3 parties.,SELECT payment_method_code FROM parties GROUP BY payment_method_code HAVING count(*)  >  3,,
6336,train_spider,e_government,What are the payment method codes that have been used by more than 3 parties?,SELECT payment_method_code FROM parties GROUP BY payment_method_code HAVING count(*)  >  3,,
6337,train_spider,e_government,"Find the name of organizations whose names contain ""Party"".",SELECT organization_name FROM organizations WHERE organization_name LIKE '%Party%',,
6338,train_spider,e_government,"What are the names of organizations that contain the word ""Party""?",SELECT organization_name FROM organizations WHERE organization_name LIKE '%Party%',,
6339,train_spider,e_government,How many distinct payment methods are used by parties?,SELECT count(DISTINCT payment_method_code) FROM parties,,
6340,train_spider,e_government,Count the number of different payment method codes used by parties.,SELECT count(DISTINCT payment_method_code) FROM parties,,
6341,train_spider,e_government,Which is the email of the party that has used the services the most number of times?,SELECT t1.party_email FROM parties AS t1 JOIN party_services AS t2 ON t1.party_id  =  t2.customer_id GROUP BY t1.party_email ORDER BY count(*) DESC LIMIT 1,,
6342,train_spider,e_government,Return the party email that has used party services the greatest number of times.,SELECT t1.party_email FROM parties AS t1 JOIN party_services AS t2 ON t1.party_id  =  t2.customer_id GROUP BY t1.party_email ORDER BY count(*) DESC LIMIT 1,,
6343,train_spider,e_government,"Which state can address ""6862 Kaitlyn Knolls"" possibly be in?",SELECT state_province_county FROM addresses WHERE line_1_number_building LIKE '%6862 Kaitlyn Knolls%',,
6344,train_spider,e_government,"Give the state corresponding to the line number building ""6862 Kaitlyn Knolls"".",SELECT state_province_county FROM addresses WHERE line_1_number_building LIKE '%6862 Kaitlyn Knolls%',,
6345,train_spider,e_government,What is the name of organization that has the greatest number of contact individuals?,SELECT t1.organization_name FROM organizations AS t1 JOIN organization_contact_individuals AS t2 ON t1.organization_id  =  t2.organization_id GROUP BY t1.organization_name ORDER BY count(*) DESC LIMIT 1,,
6346,train_spider,e_government,Return the name of the organization which has the most contact individuals.,SELECT t1.organization_name FROM organizations AS t1 JOIN organization_contact_individuals AS t2 ON t1.organization_id  =  t2.organization_id GROUP BY t1.organization_name ORDER BY count(*) DESC LIMIT 1,,
6347,train_spider,e_government,Find the last name of the individuals that have been contact individuals of an organization.,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,,
6348,train_spider,e_government,What are the last names of individuals who have been contact individuals for an organization?,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,,
6349,train_spider,school_bus,How many drivers are there?,SELECT count(*) FROM driver,,
6350,train_spider,school_bus,"Show the name, home city, and age for all drivers.","SELECT name ,  home_city ,  age FROM driver",,
6351,train_spider,school_bus,Show the party and the number of drivers in each party.,"SELECT party ,  count(*) FROM driver GROUP BY party",,
6352,train_spider,school_bus,Show the name of drivers in descending order of age.,SELECT name FROM driver ORDER BY age DESC,,
6353,train_spider,school_bus,Show all different home cities.,SELECT DISTINCT home_city FROM driver,,
6354,train_spider,school_bus,Show the home city with the most number of drivers.,SELECT home_city FROM driver GROUP BY home_city ORDER BY count(*) DESC LIMIT 1,,
6355,train_spider,school_bus,Show the party with drivers from Hartford and drivers older than 40.,SELECT party FROM driver WHERE home_city  =  'Hartford' AND age  >  40,,
6356,train_spider,school_bus,Show home city where at least two drivers older than 40 are from.,SELECT home_city FROM driver WHERE age  >  40 GROUP BY home_city HAVING count(*)  >=  2,,
6357,train_spider,school_bus,Show all home cities except for those having a driver older than 40.,SELECT home_city FROM driver EXCEPT SELECT home_city FROM driver WHERE age  >  40,SELECT DISTINCT Home_city FROM driver WHERE Home_city NOT IN (SELECT Home_city FROM driver WHERE Age > 40);,
6358,train_spider,school_bus,Show the names of the drivers without a school bus.,SELECT name FROM driver WHERE driver_id NOT IN (SELECT driver_id FROM school_bus),,
6359,train_spider,school_bus,Show the types of schools that have two schools.,SELECT TYPE FROM school GROUP BY TYPE HAVING count(*)  =  2,,
6360,train_spider,school_bus,Show the school name and driver name for all school buses.,"SELECT T2.school ,  T3.name FROM school_bus AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id JOIN driver AS T3 ON T1.driver_id  =  T3.driver_id",,
6361,train_spider,school_bus,"What is the maximum, minimum and average years spent working on a school bus?","SELECT max(years_working) ,  min(years_working) ,  avg(years_working) FROM school_bus",,
6362,train_spider,school_bus,Show the school name and type for schools without a school bus.,"SELECT school ,  TYPE FROM school WHERE school_id NOT IN (SELECT school_id FROM school_bus)",,
6363,train_spider,school_bus,Show the type of school and the number of buses for each type.,"SELECT T2.type ,  count(*) FROM school_bus AS T1 JOIN school AS T2 ON T1.school_id  =  T2.school_id GROUP BY T2.type",,
6364,train_spider,school_bus,How many drivers are from Hartford city or younger than 40?,SELECT count(*) FROM driver WHERE home_city  =  'Hartford' OR age  <  40,,
6365,train_spider,school_bus,List names for drivers from Hartford city and younger than 40.,SELECT name FROM driver WHERE home_city  =  'Hartford' AND age  <  40,,
6366,train_spider,school_bus,find the name of driver who is driving the school bus with the longest working history.,SELECT t1.name FROM driver AS t1 JOIN school_bus AS t2 ON t1.driver_id  =  t2.driver_id ORDER BY years_working DESC LIMIT 1,,
6367,train_spider,flight_company,How many flights have a velocity larger than 200?,SELECT count(*) FROM flight WHERE velocity  >  200,,
6368,train_spider,flight_company,"List the vehicle flight number, date and pilot of all the flights, ordered by altitude.","SELECT vehicle_flight_number ,  date ,  pilot FROM flight ORDER BY altitude ASC","SELECT vehicle_flight_number, ""date"", pilot FROM flight ORDER BY altitude ASC;",
6369,train_spider,flight_company,"List the id, country, city and name of the airports ordered alphabetically by the name.","SELECT id ,  country ,  city ,  name FROM airport ORDER BY name",,
6370,train_spider,flight_company,What is maximum group equity shareholding of the companies?,SELECT max(group_equity_shareholding) FROM operate_company,,
6371,train_spider,flight_company,What is the velocity of the pilot named 'Thompson'?,SELECT avg(velocity) FROM flight WHERE pilot  =  'Thompson',,
6372,train_spider,flight_company,What are the names and types of the companies that have ever operated a flight?,"SELECT T1.name ,  T1.type FROM operate_company AS T1 JOIN flight AS t2 ON T1.id  =  T2.company_id",,
6373,train_spider,flight_company,What are the names of the airports which are not in the country 'Iceland'?,SELECT name FROM airport WHERE country != 'Iceland',,
6374,train_spider,flight_company,What are the distinct types of the companies that have operated any flights with velocity less than 200?,SELECT DISTINCT T1.type FROM operate_company AS T1 JOIN flight AS t2 ON T1.id  =  T2.company_id WHERE T2.velocity  <  200,,
6375,train_spider,flight_company,What are the ids and names of the companies that operated more than one flight?,"SELECT T1.id ,  T1.name FROM operate_company AS T1 JOIN flight AS t2 ON T1.id  =  T2.company_id GROUP BY T1.id HAVING count(*)  >  1","SELECT T1.id, T1.name FROM operate_company AS T1 JOIN flight AS t2 ON T1.id = T2.company_id GROUP BY T1.id, T1.name HAVING count(*) > 1;",
6376,train_spider,flight_company,"What is the id, name and IATA code of the airport that had most number of flights?","SELECT T1.id ,  T1.name ,  T1.IATA FROM airport AS T1 JOIN flight AS T2 ON T1.id  =  T2.airport_id GROUP BY T2.id ORDER BY count(*) DESC LIMIT 1","SELECT T1.id, T1.name, T1.IATA FROM airport AS T1 JOIN flight AS T2 ON T1.id = T2.airport_id GROUP BY T2.id, T1.id, T1.name, T1.IATA ORDER BY count(*) DESC LIMIT 1;",
6377,train_spider,flight_company,What are the different pilot names who had piloted a flight in the country 'United States' or in the airport named 'Billund Airport'?,SELECT DISTINCT T2.pilot FROM airport AS T1 JOIN flight AS T2 ON T1.id  =  T2.airport_id WHERE T1.country  =  'United States' OR T1.name  =  'Billund Airport',,
6378,train_spider,flight_company,"What is the most common company type, and how many are there?","SELECT TYPE ,  count(*) FROM operate_company GROUP BY TYPE ORDER BY count(*) DESC LIMIT 1",,
6379,train_spider,flight_company,How many airports haven't the pilot 'Thompson' driven an aircraft?,SELECT count(*) FROM airport WHERE id NOT IN ( SELECT airport_id FROM flight WHERE pilot  =  'Thompson' );,,
6380,train_spider,flight_company,List the name of the pilots who have flied for both a company that mainly provide 'Cargo' services and a company that runs 'Catering services' activities.,SELECT T2.pilot FROM operate_company AS T1 JOIN flight AS t2 ON T1.id  =  T2.company_id WHERE T1.principal_activities  =  'Cargo' INTERSECT SELECT T2.pilot FROM operate_company AS T1 JOIN flight AS t2 ON T1.id  =  T2.company_id WHERE T1.principal_activities  =  'Catering services',SELECT T2.Pilot FROM operate_company AS T1 JOIN flight AS T2 ON T1.id = T2.company_id WHERE T1.Principal_activities = 'Cargo' AND T2.Pilot IN ( SELECT T2.Pilot FROM operate_company AS T1 JOIN flight AS T2 ON T1.id = T2.company_id WHERE T1.Principal_activities = 'Catering services' );,
6381,train_spider,flight_company,Which of the airport names contains the word 'international'?,SELECT name FROM airport WHERE name LIKE '%international%',,
6382,train_spider,flight_company,How many companies operates airlines in each airport?,"SELECT T3.id ,  count(*) FROM operate_company AS T1 JOIN flight AS t2 ON T1.id  =  T2.company_id JOIN airport AS T3 ON T2.airport_id  =  T3.id GROUP BY T3.id",,
6383,train_spider,flight_company,how many airports are there in each country?,"SELECT count(*) ,  country FROM airport GROUP BY country",,
6384,train_spider,flight_company,which countries have more than 2 airports?,SELECT country FROM airport GROUP BY country HAVING count(*)  >  2,,
6385,train_spider,flight_company,which pilot is in charge of the most number of flights?,SELECT pilot FROM flight GROUP BY pilot ORDER BY count(*) DESC LIMIT 1,,
6386,train_spider,cre_Docs_and_Epenses,How many accounts do we have?,SELECT count(*) FROM Accounts,,
6387,train_spider,cre_Docs_and_Epenses,Count the number of accounts.,SELECT count(*) FROM Accounts,,
6388,train_spider,cre_Docs_and_Epenses,Show all account ids and account details.,"SELECT account_id ,  account_details FROM Accounts",,
6389,train_spider,cre_Docs_and_Epenses,What are the ids and details of all accounts?,"SELECT account_id ,  account_details FROM Accounts",,
6390,train_spider,cre_Docs_and_Epenses,How many statements do we have?,SELECT count(*) FROM Statements,,
6391,train_spider,cre_Docs_and_Epenses,Count the number of statements.,SELECT count(*) FROM Statements,,
6392,train_spider,cre_Docs_and_Epenses,List all statement ids and statement details.,"SELECT STATEMENT_ID ,  statement_details FROM Statements",,
6393,train_spider,cre_Docs_and_Epenses,What are the ids and details of all statements?,"SELECT STATEMENT_ID ,  statement_details FROM Statements",,
6394,train_spider,cre_Docs_and_Epenses,"Show statement id, statement detail, account detail for accounts.","SELECT T1.statement_id ,  T2.statement_details ,  T1.account_details FROM Accounts AS T1 JOIN Statements AS T2 ON T1.statement_id  =  T2.statement_id",,
6395,train_spider,cre_Docs_and_Epenses,"What are the statement ids, statement details, and account details, for all accounts?","SELECT T1.statement_id ,  T2.statement_details ,  T1.account_details FROM Accounts AS T1 JOIN Statements AS T2 ON T1.statement_id  =  T2.statement_id",,
6396,train_spider,cre_Docs_and_Epenses,Show all statement id and the number of accounts for each statement.,"SELECT STATEMENT_ID ,  count(*) FROM Accounts GROUP BY STATEMENT_ID",,
6397,train_spider,cre_Docs_and_Epenses,"What are the different statement ids on accounts, and the number of accounts for each?","SELECT STATEMENT_ID ,  count(*) FROM Accounts GROUP BY STATEMENT_ID",,
6398,train_spider,cre_Docs_and_Epenses,Show the statement id and the statement detail for the statement with most number of accounts.,"SELECT T1.statement_id ,  T2.statement_details FROM Accounts AS T1 JOIN Statements AS T2 ON T1.statement_id  =  T2.statement_id GROUP BY T1.statement_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.statement_id, T2.statement_details FROM Accounts AS T1 JOIN Statements AS T2 ON T1.statement_id = T2.statement_id GROUP BY T1.statement_id, T2.statement_details ORDER BY count(*) DESC LIMIT 1;",
6399,train_spider,cre_Docs_and_Epenses,What are the statement id and statement detail for the statement that has the most corresponding accounts?,"SELECT T1.statement_id ,  T2.statement_details FROM Accounts AS T1 JOIN Statements AS T2 ON T1.statement_id  =  T2.statement_id GROUP BY T1.statement_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.statement_id, T2.statement_details FROM Accounts AS T1 JOIN Statements AS T2 ON T1.statement_id = T2.statement_id GROUP BY T1.statement_id, T2.statement_details ORDER BY count(*) DESC LIMIT 1;",
6400,train_spider,cre_Docs_and_Epenses,Show the number of documents.,SELECT count(*) FROM Documents,,
6401,train_spider,cre_Docs_and_Epenses,Count the number of documents.,SELECT count(*) FROM Documents,,
6402,train_spider,cre_Docs_and_Epenses,"List the document type code, document name, and document description for the document with name 'Noel CV' or name 'King Book'.","SELECT document_type_code ,  document_name ,  document_description FROM Documents WHERE document_name  =  'Noel CV' OR document_name  =  'King Book'",,
6403,train_spider,cre_Docs_and_Epenses,"What are the type come, name, and description of the document that has either the name 'Noel CV' or 'King Book'?","SELECT document_type_code ,  document_name ,  document_description FROM Documents WHERE document_name  =  'Noel CV' OR document_name  =  'King Book'",,
6404,train_spider,cre_Docs_and_Epenses,Show the ids and names of all documents.,"SELECT document_id ,  document_name FROM Documents",,
6405,train_spider,cre_Docs_and_Epenses,What are the ids and names for each of the documents?,"SELECT document_id ,  document_name FROM Documents",,
6406,train_spider,cre_Docs_and_Epenses,Find names and ids of all documents with document type code BK.,"SELECT document_name ,  document_id FROM Documents WHERE document_type_code  =  'BK'",,
6407,train_spider,cre_Docs_and_Epenses,What are the names and ids of documents that have the type code BK?,"SELECT document_name ,  document_id FROM Documents WHERE document_type_code  =  'BK'",,
6408,train_spider,cre_Docs_and_Epenses,How many documents are with document type code BK for each product id?,"SELECT count(*) ,  project_id FROM Documents WHERE document_type_code  =  'BK' GROUP BY project_id",,
6409,train_spider,cre_Docs_and_Epenses,Count the number of documents with the type code BK that correspond to each product id.,"SELECT count(*) ,  project_id FROM Documents WHERE document_type_code  =  'BK' GROUP BY project_id",,
6410,train_spider,cre_Docs_and_Epenses,Show the document name and the document date for all documents on project with details 'Graph Database project'.,"SELECT document_name ,  document_date FROM Documents AS T1 JOIN projects AS T2 ON T1.project_id  =  T2.project_id WHERE T2.project_details  =  'Graph Database project'",,
6411,train_spider,cre_Docs_and_Epenses,What are the names and dates for documents corresponding to project that has the details 'Graph Database project'?,"SELECT document_name ,  document_date FROM Documents AS T1 JOIN projects AS T2 ON T1.project_id  =  T2.project_id WHERE T2.project_details  =  'Graph Database project'",,
6412,train_spider,cre_Docs_and_Epenses,Show project ids and the number of documents in each project.,"SELECT project_id ,  count(*) FROM Documents GROUP BY project_id",,
6413,train_spider,cre_Docs_and_Epenses,How many documents correspond with each project id?,"SELECT project_id ,  count(*) FROM Documents GROUP BY project_id",,
6414,train_spider,cre_Docs_and_Epenses,What is the id of the project with least number of documents?,SELECT project_id FROM Documents GROUP BY project_id ORDER BY count(*) ASC LIMIT 1,,
6415,train_spider,cre_Docs_and_Epenses,Return the id of the project that has the fewest corresponding documents.,SELECT project_id FROM Documents GROUP BY project_id ORDER BY count(*) ASC LIMIT 1,,
6416,train_spider,cre_Docs_and_Epenses,Show the ids for projects with at least 2 documents.,SELECT project_id FROM Documents GROUP BY project_id HAVING count(*)  >=  2,,
6417,train_spider,cre_Docs_and_Epenses,What are project ids of projects that have 2 or more corresponding documents?,SELECT project_id FROM Documents GROUP BY project_id HAVING count(*)  >=  2,,
6418,train_spider,cre_Docs_and_Epenses,List document type codes and the number of documents in each code.,"SELECT document_type_code ,  count(*) FROM Documents GROUP BY document_type_code",,
6419,train_spider,cre_Docs_and_Epenses,How many documents are there of each type?,"SELECT document_type_code ,  count(*) FROM Documents GROUP BY document_type_code",,
6420,train_spider,cre_Docs_and_Epenses,What is the document type code with most number of documents?,SELECT document_type_code FROM Documents GROUP BY document_type_code ORDER BY count(*) DESC LIMIT 1,,
6421,train_spider,cre_Docs_and_Epenses,Return the code of the document type that is most common.,SELECT document_type_code FROM Documents GROUP BY document_type_code ORDER BY count(*) DESC LIMIT 1,,
6422,train_spider,cre_Docs_and_Epenses,Show the document type code with fewer than 3 documents.,SELECT document_type_code FROM Documents GROUP BY document_type_code HAVING count(*)  <  3,,
6423,train_spider,cre_Docs_and_Epenses,What are the codes corresponding to document types for which there are less than 3 documents?,SELECT document_type_code FROM Documents GROUP BY document_type_code HAVING count(*)  <  3,,
6424,train_spider,cre_Docs_and_Epenses,Show the statement detail and the corresponding document name for the statement with detail 'Private Project'.,"SELECT T1.statement_details ,  T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id  =  T2.document_id WHERE T1.statement_details  =  'Private Project'",,
6425,train_spider,cre_Docs_and_Epenses,"What are the details for statements with the details 'Private Project', and what are the names of the corresponding documents?","SELECT T1.statement_details ,  T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id  =  T2.document_id WHERE T1.statement_details  =  'Private Project'",,
6426,train_spider,cre_Docs_and_Epenses,"Show all document type codes, document type names, document type descriptions.","SELECT document_type_code ,  document_type_name ,  document_type_description FROM Ref_document_types",,
6427,train_spider,cre_Docs_and_Epenses,"What are the codes, names, and descriptions of the different document types?","SELECT document_type_code ,  document_type_name ,  document_type_description FROM Ref_document_types",,
6428,train_spider,cre_Docs_and_Epenses,What is the document type description for document type named Film?,SELECT document_type_description FROM Ref_document_types WHERE document_type_name  =  'Film',,
6429,train_spider,cre_Docs_and_Epenses,Return the description of the document type name 'Film'.,SELECT document_type_description FROM Ref_document_types WHERE document_type_name  =  'Film',,
6430,train_spider,cre_Docs_and_Epenses,What is the document type name and the document type description and creation date for all the documents?,"SELECT T1.document_type_name ,  T1.document_type_description ,  T2.Document_date FROM Ref_document_types AS T1 JOIN Documents AS T2 ON T1.document_type_code  =  T2.document_type_code",,
6431,train_spider,cre_Docs_and_Epenses,"Return the type name, type description, and date of creation for each document.","SELECT T1.document_type_name ,  T1.document_type_description ,  T2.Document_date FROM Ref_document_types AS T1 JOIN Documents AS T2 ON T1.document_type_code  =  T2.document_type_code",,
6432,train_spider,cre_Docs_and_Epenses,Show the number of projects.,SELECT count(*) FROM Projects,,
6433,train_spider,cre_Docs_and_Epenses,How many projects are there?,SELECT count(*) FROM Projects,,
6434,train_spider,cre_Docs_and_Epenses,List ids and details for all projects.,"SELECT project_id ,  project_details FROM Projects",,
6435,train_spider,cre_Docs_and_Epenses,What are the ids and details for each project?,"SELECT project_id ,  project_details FROM Projects",,
6436,train_spider,cre_Docs_and_Epenses,What is the project id and detail for the project with at least two documents?,"SELECT T1.project_id ,  T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id HAVING count(*)  >  2","SELECT T1.project_id, T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id = T2.project_id GROUP BY T1.project_id, T1.project_details HAVING count(*) > 2;",
6437,train_spider,cre_Docs_and_Epenses,Return the ids and details corresponding to projects for which there are more than two documents.,"SELECT T1.project_id ,  T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id HAVING count(*)  >  2","SELECT T1.project_id, T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id = T2.project_id GROUP BY T1.project_id, T1.project_details HAVING count(*) > 2;",
6438,train_spider,cre_Docs_and_Epenses,"What is the project detail for the project with document ""King Book""?",SELECT T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id  =  T2.project_id WHERE T2.document_name  =  'King Book',,
6439,train_spider,cre_Docs_and_Epenses,Give the details of the project with the document name 'King Book'.,SELECT T1.project_details FROM Projects AS T1 JOIN Documents AS T2 ON T1.project_id  =  T2.project_id WHERE T2.document_name  =  'King Book',,
6440,train_spider,cre_Docs_and_Epenses,How many budget types do we have?,SELECT count(*) FROM Ref_budget_codes,,
6441,train_spider,cre_Docs_and_Epenses,Count the number of budget codes.,SELECT count(*) FROM Ref_budget_codes,,
6442,train_spider,cre_Docs_and_Epenses,List all budget type codes and descriptions.,"SELECT budget_type_code ,  budget_type_description FROM Ref_budget_codes",,
6443,train_spider,cre_Docs_and_Epenses,What are the type codes and descriptions of each budget type?,"SELECT budget_type_code ,  budget_type_description FROM Ref_budget_codes",,
6444,train_spider,cre_Docs_and_Epenses,What is the description for the budget type with code ORG?,SELECT budget_type_description FROM Ref_budget_codes WHERE budget_type_code  =  'ORG',,
6445,train_spider,cre_Docs_and_Epenses,Return the description of the budget type that has the code ORG.,SELECT budget_type_description FROM Ref_budget_codes WHERE budget_type_code  =  'ORG',,
6446,train_spider,cre_Docs_and_Epenses,How many documents have expenses?,SELECT count(*) FROM Documents_with_expenses,,
6447,train_spider,cre_Docs_and_Epenses,Count the number of documents with expenses.,SELECT count(*) FROM Documents_with_expenses,,
6448,train_spider,cre_Docs_and_Epenses,What are the document ids for the budget type code 'SF'?,SELECT document_id FROM Documents_with_expenses WHERE budget_type_code  =  'SF',,
6449,train_spider,cre_Docs_and_Epenses,Give the ids of documents with expenses that have the budget code 'SF'.,SELECT document_id FROM Documents_with_expenses WHERE budget_type_code  =  'SF',,
6450,train_spider,cre_Docs_and_Epenses,Show the budget type code and description and the corresponding document id.,"SELECT T2.budget_type_code ,  T2.budget_type_description ,  T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_budget_codes AS T2 ON T1.budget_type_code  =  T2.budget_type_code",,
