query_id,db_id,tables,data_split,instruction_tokens,targeted_instruction_tokens,output_tokens,instruction,targeted_instruction,output
9649,dog_kennels,['Dogs'],dev,491,178,9,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

Tell me the age of the oldest dog.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

Write a SQL query to answer the following question:

Tell me the age of the oldest dog.
",SELECT MAX(age) FROM Dogs;
9650,dog_kennels,['Charges'],dev,496,99,13,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

How much does each charge type costs? List both charge type and amount.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

Write a SQL query to answer the following question:

How much does each charge type costs? List both charge type and amount.
","SELECT charge_type, charge_amount FROM Charges;"
9651,dog_kennels,['Charges'],dev,489,92,13,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

List each charge type and its amount.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

Write a SQL query to answer the following question:

List each charge type and its amount.
","SELECT charge_type, charge_amount FROM Charges;"
9652,dog_kennels,['Charges'],dev,491,94,12,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

How much does the most expensive charge type costs?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

Write a SQL query to answer the following question:

How much does the most expensive charge type costs?
",SELECT MAX(charge_amount) FROM Charges;
9653,dog_kennels,['Charges'],dev,493,96,12,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

What is the charge amount of the most expensive charge type?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

Write a SQL query to answer the following question:

What is the charge amount of the most expensive charge type?
",SELECT MAX(charge_amount) FROM Charges;
9654,dog_kennels,['Professionals'],dev,496,137,17,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

List the email, cell phone and home phone of all the professionals.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

Write a SQL query to answer the following question:

List the email, cell phone and home phone of all the professionals.
","SELECT email_address, cell_number, home_phone FROM Professionals;"
9655,dog_kennels,['Professionals'],dev,495,136,17,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

What are the email, cell phone and home phone of each professional?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

Write a SQL query to answer the following question:

What are the email, cell phone and home phone of each professional?
","SELECT email_address, cell_number, home_phone FROM Professionals;"
9656,dog_kennels,['Dogs'],dev,494,181,16,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

What are all the possible breed type and size type combinations?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

Write a SQL query to answer the following question:

What are all the possible breed type and size type combinations?
","SELECT DISTINCT breed_code, size_code FROM Dogs;"
9657,dog_kennels,['Dogs'],dev,494,181,16,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

Find the distinct breed type and size type combinations for dogs.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

Write a SQL query to answer the following question:

Find the distinct breed type and size type combinations for dogs.
","SELECT DISTINCT breed_code, size_code FROM Dogs;"
9658,dog_kennels,"['Treatments', 'Treatment_Types', 'Professionals']",dev,501,246,83,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

List the first name of all the professionals along with the description of the treatment they have done.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

Write a SQL query to answer the following question:

List the first name of all the professionals along with the description of the treatment they have done.
","SELECT DISTINCT T1.first_name, T3.treatment_type_description FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id JOIN Treatment_Types AS T3 ON T2.treatment_type_code = T3.treatment_type_code;"
9659,dog_kennels,"['Treatments', 'Treatment_Types', 'Professionals']",dev,498,243,83,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Breeds (breed_code TEXT, breed_name TEXT);

CREATE TABLE Charges (charge_id INTEGER, charge_type TEXT, charge_amount DECIMAL(18,4));

CREATE TABLE Sizes (size_code TEXT, size_description TEXT);

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Owners (owner_id INTEGER, first_name TEXT, last_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Dogs (dog_id INTEGER, owner_id INTEGER NOT NULL, abandoned_yn TEXT, breed_code TEXT NOT NULL, size_code TEXT NOT NULL, name TEXT, age INTEGER, date_of_birth TIMESTAMP(0), gender TEXT, weight DECIMAL(6,2), date_arrived TIMESTAMP(0), date_adopted TIMESTAMP(0), date_departed TIMESTAMP(0));

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

Write a SQL query to answer the following question:

What are each professional's first name and description of the treatment they have performed?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE Treatments (treatment_id INTEGER, dog_id INTEGER NOT NULL, professional_id INTEGER NOT NULL, treatment_type_code TEXT NOT NULL, date_of_treatment TIMESTAMP(0), cost_of_treatment DECIMAL(18,4));

CREATE TABLE Treatment_Types (treatment_type_code TEXT, treatment_type_description TEXT);

CREATE TABLE Professionals (professional_id INTEGER, role_code TEXT NOT NULL, first_name TEXT, street TEXT, city TEXT, state TEXT, zip_code TEXT, last_name TEXT, email_address TEXT, home_phone TEXT, cell_number TEXT);

Write a SQL query to answer the following question:

What are each professional's first name and description of the treatment they have performed?
","SELECT DISTINCT T1.first_name, T3.treatment_type_description FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id = T2.professional_id JOIN Treatment_Types AS T3 ON T2.treatment_type_code = T3.treatment_type_code;"
9660,singer,['singer'],dev,140,101,6,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

How many singers are there?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

How many singers are there?
",SELECT COUNT(*) FROM singer;
9661,singer,['singer'],dev,141,102,6,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What is the count of singers?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

What is the count of singers?
",SELECT COUNT(*) FROM singer;
9662,singer,['singer'],dev,147,108,15,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

List the name of singers in ascending order of net worth.
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

List the name of singers in ascending order of net worth.
",SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC;
9663,singer,['singer'],dev,147,108,15,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What are the names of singers ordered by ascending net worth?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

What are the names of singers ordered by ascending net worth?
",SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC;
9664,singer,['singer'],dev,145,106,13,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What are the birth year and citizenship of singers?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

What are the birth year and citizenship of singers?
","SELECT Birth_Year, Citizenship FROM singer;"
9665,singer,['singer'],dev,146,107,13,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

What are the birth years and citizenships of the singers?
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

What are the birth years and citizenships of the singers?
","SELECT Birth_Year, Citizenship FROM singer;"
9666,singer,['singer'],dev,147,108,13,"You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

CREATE TABLE song (Song_ID INTEGER, Title TEXT, Singer_ID INTEGER, Sales FLOAT, Highest_Position FLOAT);

Write a SQL query to answer the following question:

List the name of singers whose citizenship is not ""France"".
","You are a experienced data analyst adept at writing SQL queries to answer user questions.

You have access to the following relational tables, with schemas below.

CREATE TABLE singer (Singer_ID INTEGER, Name TEXT, Birth_Year FLOAT, Net_Worth_Millions FLOAT, Citizenship TEXT);

Write a SQL query to answer the following question:

List the name of singers whose citizenship is not ""France"".
",SELECT Name FROM singer WHERE Citizenship != 'France';
